subject,sessionIndex,rep,DD.period.t,UU.period.t,DD.t.i,UU.t.i,DD.i.e,UU.i.e,DD.e.five,UU.e.five,DD.five.Shift.r,UU.five.Shift.r,DD.Shift.r.o,UU.Shift.r.o,DD.o.a,UU.o.a,DD.a.n,UU.a.n,DD.n.l,UU.n.l,DD.l.Return,UU.l.Return
s031,8,4,0.2633,0.2393,0.1431,0.1396,0.1238,0.1120,0.2803,0.2829,0.4149,0.4836,0.2281,0.2001,0.1276,0.1608,0.1437,0.1097,0.1661,0.1624,0.3462,0.3295
s031,8,5,0.3000,0.2427,0.1742,0.1959,0.1471,0.1307,0.5286,0.5299,0.3461,0.3952,0.1927,0.1930,0.1493,0.1709,0.1267,0.0821,0.1518,0.1618,0.3020,0.2598
s031,8,6,0.2673,0.2314,0.1339,0.1294,0.1339,0.1210,0.3033,0.3048,0.3611,0.4134,0.1956,0.1758,0.1516,0.1656,0.1782,0.2043,0.2534,0.2223,0.3404,0.2802
s031,8,7,0.2193,0.2224,0.2666,0.2637,0.1845,0.1426,0.3244,0.3407,0.3785,0.4179,0.2136,0.2022,0.1239,0.1651,0.1294,0.0557,0.1298,0.1763,0.3013,0.2501
s031,8,8,0.4132,0.3968,0.2362,0.2088,0.1497,0.1325,0.3444,0.3479,0.7084,0.7142,0.2538,0.2596,0.0946,0.1437,0.1674,0.1220,0.1774,0.1766,0.3367,0.3174
s031,8,9,0.1641,0.1338,0.1458,0.1537,0.0874,0.0839,0.2757,0.2697,0.4297,0.4616,0.1758,0.1478,0.1064,0.1315,0.1378,0.1404,0.1559,0.1557,0.4026,0.3904
s031,8,10,0.2565,0.2029,0.1299,0.1495,0.1233,0.1201,0.2283,0.2037,0.3149,0.3529,0.1803,0.1708,0.1281,0.2039,0.1346,0.0652,0.1536,0.1702,0.3562,0.3322
s031,8,11,0.1707,0.1335,0.1177,0.1198,0.1518,0.1526,0.2557,0.2599,0.8389,0.8870,0.2231,0.1714,0.1245,0.1669,0.1286,0.0922,0.1589,0.1682,0.3525,0.3411
s031,8,12,0.1680,0.1308,0.1679,0.1619,0.1582,0.1698,0.3307,0.3233,0.4157,0.4666,0.2941,0.2693,0.0956,0.1397,0.1328,0.0895,0.1449,0.1695,0.3531,0.2926
s031,8,13,0.2303,0.1828,0.1463,0.1302,0.1098,0.1087,0.2710,0.2703,0.4343,0.4759,0.2835,0.2529,0.0951,0.1627,0.1563,0.1175,0.2600,0.2808,0.4237,0.3747
s031,8,14,0.1532,0.1068,0.1602,0.1489,0.1194,0.1262,0.2402,0.2455,0.3683,0.3910,0.1885,0.1819,0.1065,0.1339,0.1207,0.0906,0.1346,0.1552,0.2809,0.2522
s031,8,15,0.1045,0.0826,0.1552,0.1420,0.0911,0.0872,0.3492,0.3573,0.4614,0.4812,0.2988,0.3070,0.1300,0.1868,0.1497,0.1014,0.1384,0.1529,0.3179,0.2635
s031,8,16,0.1749,0.1638,0.1908,0.1412,0.1045,0.1077,0.2526,0.2787,0.3382,0.3446,0.1885,0.2003,0.1102,0.1329,0.1373,0.0988,0.1101,0.1381,0.2760,0.2274
s031,8,17,0.1306,0.0778,0.1423,0.1239,0.1054,0.1286,0.2296,0.2285,0.3437,0.3702,0.1411,0.1476,0.1236,0.1477,0.1212,0.0684,0.1159,0.1520,0.2638,0.2303
s031,8,18,0.1686,0.1095,0.1523,0.1278,0.1265,0.1460,0.2130,0.1985,0.3055,0.3480,0.1616,0.1616,0.1498,0.1783,0.1141,0.0729,0.1043,0.1465,0.3358,0.2772
s031,8,19,0.1248,0.0812,0.1408,0.1305,0.1357,0.1459,0.2678,0.2570,1.9624,1.9944,0.3405,0.3328,0.1563,0.1991,0.1783,0.1579,0.1797,0.1536,0.2878,0.2554
s031,8,20,0.1298,0.1045,0.1291,0.1233,0.1149,0.1033,0.2204,0.2386,0.3688,0.4294,0.2082,0.1771,0.1310,0.1672,0.1603,0.1505,0.1774,0.1613,0.3356,0.2815
s031,8,21,0.1166,0.1000,0.1389,0.1082,0.1016,0.1109,0.2378,0.2433,0.3481,0.3962,0.1503,0.1210,0.1392,0.1803,0.1188,0.0885,0.1272,0.1393,0.3005,0.2580
s031,8,22,0.1118,0.0868,0.1706,0.1578,0.1177,0.1256,0.7378,0.7207,0.4368,0.4561,0.3065,0.3199,0.1255,0.1931,0.1849,0.1324,0.5730,0.5173,0.3633,0.3638
s031,8,23,0.1172,0.0903,0.1843,0.1684,0.1243,0.1256,0.2808,0.2959,0.5100,0.5182,0.2434,0.2358,0.0880,0.1299,0.1410,0.1009,0.1288,0.1520,0.2865,0.2371
s031,8,24,0.1118,0.0994,0.1721,0.1312,0.1254,0.1167,0.2228,0.2170,0.2789,0.3111,0.1722,0.1619,0.1033,0.1437,0.1471,0.1394,0.1365,0.1299,0.7330,0.6747
s031,8,25,0.2164,0.1588,0.1267,0.1386,0.1096,0.0932,0.2597,0.2814,0.3720,0.3984,0.1993,0.2049,0.0864,0.1109,0.1289,0.0956,0.1185,0.1219,0.3266,0.3000
s031,8,26,0.0775,0.0474,0.1487,0.1361,0.0684,0.0644,0.1914,0.1935,0.2925,0.3035,0.1842,0.1998,0.0534,0.0584,0.1695,0.1484,0.1235,0.1351,0.2633,0.2475
s031,8,27,0.1317,0.0932,0.1521,0.1600,0.1267,0.1132,0.2623,0.2457,0.3015,0.3105,0.1531,0.1903,0.0893,0.0845,0.1471,0.1722,0.1307,0.1151,0.2590,0.2284
s031,8,28,0.1071,0.0738,0.1563,0.1466,0.1014,0.0916,0.2386,0.2265,0.8383,0.8501,0.2090,0.2080,0.1020,0.1080,0.1331,0.1508,0.1343,0.1172,0.2712,0.2538
s031,8,29,0.0986,0.0691,0.1758,0.1779,0.1159,0.1196,0.3077,0.2974,0.6736,0.6868,0.2511,0.2548,0.1223,0.1590,0.1138,0.0940,0.1573,0.1728,0.3139,0.2646
s031,8,30,0.1218,0.0751,0.1650,0.1460,0.1090,0.1193,0.3051,0.3144,0.4390,0.4673,0.2559,0.2310,0.1302,0.1751,0.1149,0.0842,0.1333,0.1523,0.5810,0.5528
s031,8,31,0.2847,0.2303,0.1850,0.1850,0.1096,0.0914,0.2676,0.2726,0.8292,0.8408,0.3186,0.3168,0.1139,0.1630,0.1321,0.0880,0.1193,0.1317,0.3060,0.2767
s031,8,32,0.1102,0.0833,0.1529,0.1310,0.1249,0.1402,0.3014,0.2990,0.5453,0.5530,0.2746,0.2965,0.1244,0.1397,0.1268,0.1186,0.1312,0.1502,0.3422,0.2783
s031,8,33,0.2058,0.1362,0.1640,0.1510,0.1404,0.1457,0.2473,0.2447,0.3635,0.3862,0.1904,0.2075,0.1083,0.1141,0.1220,0.0980,0.1143,0.1315,0.3470,0.3221
s031,8,34,0.1412,0.0971,0.1600,0.1560,0.1826,0.1972,0.3022,0.2642,0.3706,0.3988,0.5746,0.5857,0.2899,0.3197,0.1468,0.0972,0.1600,0.1866,0.3094,0.2757
s031,8,35,0.4082,0.3258,0.1935,0.2004,0.1581,0.1573,0.2449,0.2507,0.3889,0.4137,0.2579,0.2518,0.1043,0.1360,0.1363,0.0901,0.1225,0.1626,0.3282,0.2786
s031,8,36,0.1942,0.1325,0.1059,0.1220,0.1278,0.1037,0.2079,0.1984,0.2917,0.3089,0.1703,0.1975,0.0877,0.0853,0.1883,0.2057,0.1304,0.1365,0.3974,0.3480
s031,8,37,0.1269,0.0928,0.1278,0.1228,0.0914,0.0748,0.2254,0.2259,0.9358,0.9514,0.2154,0.2191,0.1039,0.1247,0.1154,0.1146,0.1298,0.1375,0.3018,0.2751
s031,8,38,0.1150,0.0802,0.1624,0.1457,0.1075,0.1178,0.2790,0.2713,0.4951,0.5075,0.2560,0.2695,0.1318,0.1463,0.1297,0.1002,0.1223,0.1510,0.3034,0.2546
s031,8,39,0.1065,0.0548,0.1795,0.1980,0.1864,0.1787,0.3080,0.2816,0.6669,0.6870,0.2360,0.2423,0.1233,0.1518,0.1294,0.0872,0.1172,0.1494,0.3274,0.2828
s031,8,40,0.1459,0.0895,0.1360,0.1302,0.1342,0.1661,0.5281,0.4845,0.4115,0.4475,0.2326,0.2439,0.0874,0.1196,0.1376,0.1038,0.1283,0.1523,0.4440,0.4216
s031,8,41,0.1380,0.0889,0.1396,0.1257,0.0904,0.1041,0.2914,0.2943,0.4511,0.4947,0.2780,0.2500,0.1263,0.1513,0.1579,0.1706,0.5442,0.5131,0.3042,0.2696
s031,8,42,0.1900,0.1720,0.6674,0.6830,0.2990,0.2703,0.3547,0.3665,0.4059,0.4176,0.2474,0.2608,0.1152,0.1551,0.1333,0.0871,0.1389,0.1481,0.3427,0.3124
s031,8,43,0.1467,0.0918,0.1460,0.1320,0.1082,0.0971,0.2868,0.2792,0.3432,0.3942,0.2012,0.2199,0.1332,0.1472,0.1151,0.0930,0.1038,0.1219,0.3997,0.3398
s031,8,44,0.1277,0.0796,0.1408,0.1408,0.1265,0.1349,0.2589,0.2444,0.3656,0.3920,0.7300,0.7316,0.1931,0.2250,0.1595,0.1006,0.1293,0.1578,0.3411,0.3124
s031,8,45,0.1060,0.0783,0.1877,0.1281,0.0985,0.1117,0.2566,0.2566,0.3601,0.4008,0.1946,0.1813,0.1107,0.1596,0.1170,0.0684,0.1156,0.1280,0.3525,0.3593
s031,8,46,0.1868,0.1383,0.1043,0.0990,0.1278,0.1246,0.2467,0.2248,0.3400,0.3548,0.1943,0.2217,0.1096,0.1099,0.1223,0.1244,0.1122,0.1138,0.3097,0.3002
s031,8,47,0.1243,0.1071,0.1507,0.1394,0.1315,0.1212,0.2368,0.2180,0.3592,0.3814,0.2006,0.2387,0.1091,0.0956,0.1308,0.1476,0.1317,0.1251,0.3076,0.3092
s031,8,48,1.6906,1.6445,0.2497,0.2307,0.1856,0.1853,0.4988,0.5112,0.8805,0.9190,0.5033,0.4943,0.3228,0.3323,0.1460,0.1017,0.1491,0.1924,0.2744,0.2419
s031,8,49,0.0978,0.0424,0.1217,0.1325,0.1149,0.1004,0.2378,0.2188,0.4192,0.4594,0.2305,0.2442,0.1049,0.1139,0.0967,0.0761,0.1194,0.1378,0.3401,0.3213
s031,8,50,0.1218,0.0796,0.1534,0.1285,0.1050,0.1190,0.2536,0.2499,0.3751,0.4034,0.1888,0.1840,0.0977,0.0951,0.1011,0.0784,0.1167,0.1518,0.2477,0.2110
s032,1,1,0.2958,0.3269,0.2150,0.1842,0.4980,0.5349,0.3502,0.3312,1.1881,1.1832,0.2575,0.2281,0.0882,0.1004,0.2056,0.1813,0.1815,0.1978,1.6446,1.6897
s032,1,2,0.3415,0.3494,0.1781,0.1536,0.2313,0.2474,0.2471,0.2687,0.5819,0.5830,0.2839,0.2319,0.2198,0.2638,0.1912,0.1433,0.1847,0.1902,2.0428,2.0560
s032,1,3,0.5775,0.5619,0.1704,0.1773,0.1058,0.1087,0.2951,0.2919,0.8587,0.8685,0.2010,0.1907,0.1270,0.1070,0.2164,0.2164,0.1752,0.1839,0.2331,0.2267
s032,1,4,0.4264,0.4211,0.1630,0.1504,0.2142,0.2107,0.6020,0.6142,0.5479,0.5487,0.2419,0.2113,0.1207,0.1251,0.1469,0.1303,0.1841,0.1855,0.3357,0.3436
s032,1,5,0.3523,0.3220,0.1876,0.1910,0.5240,0.5119,0.3597,0.3478,0.4030,0.4371,0.2116,0.1833,0.1620,0.1910,0.1280,0.0872,0.1997,0.2128,0.2225,0.2165
s032,1,6,0.1529,0.1505,0.1992,0.1982,0.1053,0.1176,0.3162,0.2870,0.4123,0.4263,0.2527,0.2342,0.2122,0.1887,0.2282,0.2440,0.2091,0.2113,0.2257,0.2309
s032,1,7,0.1550,0.1378,0.2168,0.2216,0.1602,0.1488,0.7030,0.7057,0.6968,0.6989,0.2366,0.2226,0.1140,0.1122,0.1591,0.1567,0.1852,0.1907,0.2338,0.2188
s032,1,8,0.2692,0.2165,0.2250,0.2516,0.3231,0.3202,0.6348,0.6335,0.4334,0.4131,0.3205,0.3561,0.2385,0.2448,0.2171,0.1686,0.1802,0.1958,0.2611,0.2533
s032,1,9,0.3191,0.3233,0.1498,0.1261,0.1799,0.1601,0.4728,0.4823,0.5220,0.5312,0.2279,0.2224,0.1106,0.1069,0.1124,0.0976,0.1841,0.1934,0.2220,0.2172
s032,1,10,0.2347,0.2247,0.1430,0.1414,0.1567,0.1446,1.9602,1.9589,0.7340,0.7557,0.2431,0.2069,0.1758,0.1605,0.1033,0.1183,0.8655,0.8655,0.3095,0.3032
s032,1,11,0.2636,0.2639,0.1575,0.1459,0.1646,0.1791,0.7231,0.6912,0.3425,0.3741,0.1978,0.1907,0.1101,0.0956,0.1140,0.1135,0.1667,0.1706,0.2509,0.2362
s032,1,12,0.2328,0.1985,0.1691,0.1994,0.1593,0.1472,0.3178,0.3389,0.3462,0.3615,0.2015,0.1654,0.1241,0.1177,0.1074,0.0969,0.1820,0.1960,0.2254,0.2254
s032,1,13,0.1952,0.1851,0.1604,0.1604,0.1037,0.1222,0.6589,0.6312,0.5031,0.5068,0.1781,0.1765,0.1299,0.1046,0.1217,0.1299,0.1770,0.1941,0.2032,0.1819
s032,1,14,0.2505,0.2489,0.1757,0.1544,0.1385,0.1438,0.2793,0.2769,0.5091,0.5455,0.2741,0.2285,0.2246,0.2348,0.1741,0.1594,0.1781,0.1939,0.2133,0.2004
s032,1,15,0.2178,0.1907,0.1480,0.1596,0.1414,0.1066,1.3543,1.4147,0.6713,0.6518,0.2232,0.2036,0.1626,0.1202,0.0605,0.0821,0.5301,0.5665,0.2170,0.2175
s032,1,16,0.2463,0.2405,0.1643,0.1691,0.0953,0.1132,0.5810,0.5662,0.3134,0.3085,0.2093,0.2116,0.1083,0.1136,0.1402,0.1183,0.1794,0.1984,0.2428,0.2298
s032,1,17,0.3301,0.3174,0.1669,0.1590,0.1163,0.1253,0.3265,0.3123,0.2958,0.3213,0.2049,0.1846,0.1061,0.0969,0.1348,0.1187,0.1788,0.1815,0.2273,0.2368
s032,1,18,0.3650,0.3644,0.1622,0.1425,0.0762,0.0923,0.5974,0.5731,0.3651,0.3815,0.1826,0.1549,0.0759,0.0996,0.1452,0.1130,0.1522,0.1831,0.2212,0.1919
s032,1,19,0.2397,0.2086,0.2459,0.2630,0.1166,0.1179,0.8186,0.8065,0.3282,0.3145,0.1559,0.1596,0.1035,0.1153,0.1462,0.1080,0.1622,0.1909,0.2056,0.1943
s032,1,20,0.8322,0.8216,0.2063,0.2082,0.0889,0.0668,0.3060,0.3070,0.3994,0.4150,0.2208,0.1867,0.1006,0.1230,0.1567,0.1380,0.1717,0.1715,0.2025,0.1996
s032,1,21,0.2591,0.2201,0.1359,0.1525,0.0879,0.0724,0.2435,0.2522,0.2765,0.2882,0.1750,0.1712,0.1668,0.1512,0.1420,0.1307,0.1622,0.1793,0.1977,0.1724
s032,1,22,0.6389,0.5936,0.1557,0.1620,0.0910,0.0786,0.3716,0.3751,0.3865,0.3949,0.1807,0.1749,0.1317,0.1414,0.1121,0.0884,0.1651,0.1762,0.2223,0.2049
s032,1,23,0.2790,0.2653,0.1340,0.1332,0.1158,0.1335,0.5886,0.5525,0.3095,0.3185,0.1919,0.1871,0.0713,0.0700,0.1251,0.1200,0.1754,0.1807,0.2431,0.2410
s032,1,24,0.2020,0.1893,0.1786,0.1813,0.1056,0.0774,0.3260,0.3357,0.3816,0.3991,0.1966,0.1799,0.1652,0.1494,0.1259,0.1412,0.1860,0.1794,0.2146,0.2149
s032,1,25,0.1829,0.1748,0.1873,0.1928,0.1396,0.0982,0.2205,0.2487,0.2949,0.3135,0.1853,0.1754,0.1370,0.1273,0.1270,0.1117,0.1770,0.1981,0.2254,0.2035
s032,1,26,0.2863,0.2797,0.1759,0.1664,0.1371,0.1332,0.2941,0.2717,0.5199,0.5387,0.1761,0.1665,0.1565,0.1125,0.1341,0.1784,0.1868,0.1820,0.2045,0.2145
s032,1,27,0.2183,0.1932,0.1854,0.2208,0.1272,0.0802,0.2542,0.2708,0.6259,0.6410,0.1794,0.1607,0.1257,0.1164,0.1048,0.0974,0.1688,0.1889,0.2434,0.2249
s032,1,28,0.2165,0.2170,0.1648,0.1601,0.0969,0.0811,0.2696,0.2725,0.3611,0.3635,0.1829,0.1879,0.1170,0.1359,0.1390,0.1150,0.1769,0.1791,0.2128,0.2188
s032,1,29,0.2207,0.2201,0.1828,0.1820,0.1158,0.1132,0.2258,0.2097,0.4389,0.4447,0.1939,0.1831,0.1676,0.2014,0.1449,0.1061,0.1823,0.1989,0.2193,0.2283
s032,1,30,0.1403,0.1274,0.2200,0.2223,0.1366,0.1438,0.4650,0.4489,0.3184,0.3250,0.1778,0.1743,0.1383,0.1341,0.1689,0.1768,0.8708,0.8756,0.1827,0.2122
s032,1,31,0.1967,0.2017,0.1664,0.1480,0.3131,0.3131,0.4009,0.3943,0.4305,0.4526,0.1947,0.1744,0.1090,0.1375,0.1385,0.1050,0.1770,0.2023,0.2415,0.2244
s032,1,32,0.2727,0.2600,0.1248,0.1217,0.1583,0.1662,0.3242,0.3070,0.3564,0.3789,0.2008,0.1575,0.0998,0.1433,0.1678,0.1248,0.1999,0.2131,0.2222,0.2151
s032,1,33,0.1622,0.1593,0.1884,0.1731,0.0911,0.1019,0.2930,0.2714,0.3293,0.3264,0.2095,0.2103,0.1104,0.1301,0.1388,0.1167,0.1733,0.2028,0.2673,0.2499
s032,1,34,0.1914,0.1563,0.1862,0.2039,0.3743,0.3970,0.5528,0.5056,0.3176,0.3260,0.2065,0.1965,0.1083,0.1312,0.1238,0.1001,0.1778,0.1865,0.2265,0.2202
s032,1,35,0.1479,0.1371,0.1794,0.1904,0.0865,0.1000,0.4953,0.4565,0.2741,0.2992,0.1776,0.1763,0.0758,0.0879,0.1436,0.1143,0.1585,0.1714,0.4266,0.4034
s032,1,36,0.2022,0.1576,0.1319,0.1581,0.0739,0.1134,0.6409,0.5810,0.6177,0.6186,0.1542,0.1491,0.0576,0.0987,0.1269,0.0884,0.1289,0.1590,0.1977,0.1737
s032,1,37,0.1102,0.0962,0.1420,0.1420,0.0684,0.1174,0.3133,0.2936,0.4454,0.4396,0.1554,0.1356,0.0727,0.1259,0.1208,0.0734,0.1477,0.1733,0.2178,0.1917
s032,1,38,0.1107,0.0999,0.1709,0.1720,0.0736,0.0644,0.7708,0.7810,0.3574,0.3491,0.1626,0.1535,0.0856,0.1083,0.1077,0.0795,0.1372,0.1712,0.1882,0.1718
s032,1,39,0.1513,0.1547,0.1311,0.1180,0.0798,0.1114,0.3059,0.2737,0.4344,0.4474,0.2003,0.1784,0.1323,0.1723,0.1348,0.0858,0.1519,0.1719,0.2206,0.2143
s032,1,40,0.5567,0.5454,0.1090,0.1074,0.1889,0.2181,0.5155,0.4821,0.3058,0.3176,0.1633,0.1414,0.0879,0.0982,0.0858,0.0819,0.1377,0.1545,0.2309,0.2167
s032,1,41,0.2236,0.1849,0.1670,0.1678,0.0832,0.0987,0.3742,0.3550,0.2866,0.2953,0.1541,0.1304,0.0281,0.0710,0.1362,0.1154,0.1348,0.1509,0.1803,0.1726
s032,1,42,0.1244,0.1078,0.1477,0.1464,0.0786,0.0936,0.3594,0.3323,0.2733,0.2968,0.1525,0.1433,0.0650,0.0739,0.1217,0.1133,0.1412,0.1530,0.1935,0.1809
s032,1,43,0.1334,0.1249,0.1540,0.1403,0.0818,0.0966,0.2996,0.2888,0.2773,0.2858,0.1560,0.1443,0.0745,0.0864,0.1159,0.0953,0.1382,0.1688,0.1885,0.1732
s032,1,44,0.1505,0.1170,0.1406,0.1422,0.0633,0.0728,0.4106,0.3969,0.4614,0.4773,0.1550,0.1277,0.0784,0.1196,0.1905,0.1675,0.1580,0.1514,0.1837,0.1940
s032,1,45,0.2962,0.2574,0.1425,0.1296,0.8490,0.8442,0.6664,0.7128,0.2907,0.2750,0.1531,0.1198,0.0703,0.0858,0.1050,0.1014,0.1314,0.1585,0.1982,0.1740
s032,1,46,0.0870,0.0843,0.1702,0.1441,0.0647,0.0752,0.9120,0.9078,0.6225,0.6273,0.2628,0.2686,0.1602,0.1691,0.0992,0.0657,0.1482,0.1372,0.1685,0.1917
s032,1,47,0.2072,0.2022,0.1356,0.1166,0.0776,0.0884,0.4067,0.3959,0.3345,0.3459,0.1499,0.1472,0.0980,0.1299,0.1056,0.0684,0.1266,0.1501,0.1761,0.1595
s032,1,48,1.0635,1.0685,0.1417,0.1446,0.0942,0.1287,0.8262,0.7946,0.2670,0.2718,0.1394,0.1217,0.0751,0.0935,0.0982,0.0806,0.1377,0.1653,0.1760,0.1673
s032,1,49,0.1510,0.1547,0.1989,0.1781,0.1567,0.2050,0.3777,0.3473,0.3255,0.3171,0.1667,0.1649,0.1099,0.1175,0.1317,0.1132,0.1450,0.1543,0.3243,0.3166
s032,1,50,0.1553,0.1579,0.1538,0.1174,0.0694,0.0750,0.2345,0.2405,0.2622,0.2734,0.1634,0.1385,0.0987,0.1275,0.1233,0.0887,0.1654,0.1963,0.2486,0.2346
s032,2,1,0.1574,0.1313,0.1504,0.1377,0.8344,0.8426,0.3471,0.3426,0.7208,0.7097,0.2653,0.2616,0.1728,0.1923,0.2603,0.2416,0.1849,0.2031,0.2465,0.2362
s032,2,2,0.2439,0.2346,0.3437,0.3282,0.0813,0.0937,0.6847,0.6636,0.3196,0.3396,0.1578,0.1272,0.0835,0.1162,0.1892,0.1570,0.2263,0.2406,0.7536,0.7971
s032,2,3,0.2634,0.2674,0.2696,0.2638,0.1238,0.1393,0.4103,0.3724,0.4084,0.4377,0.1470,0.1345,0.0953,0.0982,0.1920,0.1707,0.1883,0.2110,0.2233,0.2048
s032,2,4,0.1674,0.1532,0.2124,0.1987,0.0836,0.1111,0.4896,0.4436,0.6636,0.6834,0.1889,0.1683,0.1098,0.1520,0.1359,0.0929,0.1696,0.1804,0.2019,0.1980
s032,2,5,0.2088,0.1882,0.1989,0.2032,0.0773,0.0966,0.4611,0.4336,0.3232,0.3377,0.1705,0.1721,0.0850,0.0845,0.1566,0.1185,0.1709,0.2126,0.2597,0.2299
s032,2,6,0.3821,0.3378,0.1676,0.1786,0.1379,0.2012,0.9897,0.9275,0.4031,0.4208,0.2084,0.1939,0.0956,0.1090,0.1330,0.1051,0.1675,0.1909,0.2742,0.2471
s032,2,7,0.1598,0.1735,0.2181,0.1794,0.0639,0.1319,0.6743,0.6265,0.2873,0.2900,0.1623,0.1499,0.0814,0.1028,0.1331,0.0967,0.1512,0.1696,0.2024,0.1927
s032,2,8,0.2085,0.1856,0.2021,0.2002,0.0749,0.0881,1.0205,0.9957,0.2627,0.2960,0.1670,0.1443,0.2021,0.1399,0.0505,0.0903,0.4797,0.5295,0.2491,0.2227
s032,2,9,0.2716,0.2642,0.1913,0.1559,0.0744,0.0866,0.5227,0.5061,0.2921,0.3119,0.1755,0.1767,0.1488,0.1491,0.1169,0.0890,0.1723,0.1986,0.2602,0.2478
s032,2,10,0.1933,0.2020,0.2182,0.1900,0.0828,0.0704,0.3141,0.3027,0.4861,0.5284,0.2723,0.2408,0.2765,0.2905,0.1027,0.1009,0.2039,0.1904,0.2138,0.2249
s032,2,11,0.2086,0.1930,0.1818,0.1798,0.0697,0.0755,0.3105,0.2941,0.2336,0.2702,0.8476,0.8315,0.1394,0.1574,0.1167,0.0900,0.1791,0.2029,0.2112,0.2051
s032,2,12,0.1547,0.1468,0.1762,0.1327,0.1061,0.1470,0.3682,0.3384,0.4666,0.4785,0.1747,0.1810,0.1067,0.1388,0.1345,0.0810,0.1498,0.1886,0.2130,0.2066
s032,2,13,0.2405,0.2328,0.1546,0.1386,0.0945,0.0984,0.7487,0.7437,1.2917,1.3189,0.2150,0.1878,0.0835,0.1062,0.1193,0.0810,0.1445,0.1699,0.2038,0.1943
s032,2,14,0.1363,0.1134,0.2145,0.2042,0.2240,0.1855,0.5293,0.5638,0.2646,0.2792,0.1755,0.1541,0.0753,0.1038,0.1275,0.1045,0.1538,0.1704,0.1985,0.1806
s032,2,15,0.2533,0.2349,0.1599,0.1509,0.0860,0.0815,0.5143,0.5101,0.3709,0.3780,0.1509,0.1399,0.1086,0.1225,0.1116,0.0937,0.1509,0.1699,0.1919,0.1898
s032,2,16,0.2238,0.1953,0.1590,0.1796,0.0839,0.0815,0.4821,0.4737,0.3213,0.3287,0.1995,0.2000,0.1106,0.1354,0.1285,0.0794,0.1664,0.1920,0.2322,0.2169
s032,2,17,0.1513,0.1716,0.1786,0.1293,0.0683,0.0768,0.2762,0.2756,0.2910,0.3111,0.1708,0.1531,0.1072,0.1016,0.1264,0.1164,0.1635,0.1801,0.2043,0.2022
s032,2,18,0.1869,0.1761,0.2374,0.2039,0.0868,0.0863,0.2247,0.1994,0.4761,0.5141,0.1995,0.1820,0.1256,0.1678,0.1369,0.0823,0.1783,0.2237,0.2133,0.1980
s032,2,19,0.1192,0.0970,0.1847,0.1879,0.0641,0.0562,0.2809,0.2817,0.3097,0.3356,0.1734,0.1506,0.1090,0.1256,0.1230,0.0845,0.1601,0.1965,0.2293,0.2190
s032,2,20,0.1656,0.1311,0.1850,0.1932,0.0826,0.0747,0.6420,0.6609,1.4108,1.4290,0.2176,0.1675,0.1702,0.1705,0.0774,0.0837,0.1765,0.1928,0.2594,0.2521
s032,2,21,0.3306,0.2937,0.2036,0.1968,0.0599,0.0762,0.2680,0.2590,0.2830,0.3099,0.1841,0.1601,0.1003,0.1067,0.1222,0.0800,0.1477,0.1856,0.2283,0.2639
s032,2,22,0.2025,0.2139,0.2599,0.2119,0.1045,0.1171,0.8323,0.8408,0.2831,0.2889,0.1744,0.1683,0.1623,0.1531,0.0721,0.0565,0.1685,0.1886,0.2618,0.2699
s032,2,23,0.2721,0.2528,0.2018,0.2071,0.0675,0.0496,0.2606,0.2761,0.4518,0.4500,0.2042,0.1823,0.2422,0.2303,0.0713,0.0993,1.1587,1.1534,0.6586,0.6889
s032,2,24,0.1825,0.1535,0.1723,0.1502,0.0549,0.0842,0.7111,0.6883,0.3722,0.3578,0.1520,0.1635,0.0940,0.1001,0.1077,0.0887,0.1910,0.2005,0.2156,0.2196
s032,2,25,0.1635,0.1434,0.1561,0.1583,0.0591,0.0541,0.2430,0.2342,0.2309,0.2824,0.1831,0.1388,0.1241,0.1523,0.0947,0.0641,0.1659,0.1733,0.1769,0.2022
s032,2,26,0.4303,0.4127,0.1607,0.1448,0.0778,0.0747,0.4861,0.4819,0.2678,0.2892,0.2066,0.1878,0.1259,0.1742,0.1219,0.0681,0.1475,0.1712,0.2172,0.2214
s032,2,27,0.1350,0.1305,0.1966,0.2029,0.1533,0.1412,0.2635,0.2534,0.2533,0.2868,0.1612,0.1362,0.2064,0.1895,0.1623,0.1702,0.1865,0.1733,0.2259,0.2396
s032,2,28,0.1461,0.1089,0.1483,0.1380,0.0620,0.0562,0.3389,0.3400,0.2697,0.3029,0.1654,0.1343,0.1122,0.1465,0.1183,0.0684,0.1617,0.1712,0.1974,0.2169
s032,2,29,0.1215,0.1276,0.1815,0.1325,0.0674,0.1003,0.4451,0.4457,0.3174,0.3042,0.1596,0.1393,0.1660,0.2018,0.1164,0.0819,0.1746,0.1683,0.2086,0.2376
s032,2,30,0.2684,0.2642,0.2061,0.2061,0.0964,0.1016,0.6640,0.6495,0.2609,0.2902,0.1622,0.1245,0.1526,0.1463,0.0623,0.0681,0.3550,0.2914,0.3928,0.4632
s032,2,31,0.2022,0.2006,0.3787,0.3611,0.1014,0.1114,0.5541,0.5391,0.2744,0.3107,0.1722,0.1680,0.1164,0.1228,0.1257,0.1072,0.1947,0.2010,0.2293,0.2325
s032,2,32,0.1484,0.1440,0.2145,0.1926,0.0517,0.0752,0.3092,0.2804,0.2539,0.2838,0.1795,0.1499,0.1202,0.1418,0.1343,0.1026,0.2307,0.2305,0.2162,0.2397
