subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s034,6,8,0.0786,0.1355,0.0569,0.0897,0.1195,0.0298,0.0649,0.0818,0.0169,0.0649,0.2384,0.1735,0.0689,0.3739,0.305,0.1311,0.1617,0.0306,0.1914,0.0753,-0.1161,0.095,0.0982,0.0032,0.1441,0.143,-0.0011,0.076,0.1756,0.0996,0.0762
s034,6,9,0.0863,0.1551,0.0688,0.0747,0.113,0.0383,0.0615,0.0694,0.0079,0.0636,0.226,0.1624,0.0984,0.3986,0.3002,0.1074,0.1499,0.0425,0.0926,0.0581,-0.0345,0.0892,0.1185,0.0293,0.1097,0.0949,-0.0148,0.0878,0.1911,0.1033,0.0546
s034,6,10,0.0842,0.0947,0.0105,0.0791,0.1345,0.0554,0.0541,0.0723,0.0182,0.0615,0.2084,0.1469,0.0873,0.3198,0.2325,0.114,0.1459,0.0319,0.1153,0.0702,-0.0451,0.0863,0.1017,0.0154,0.0995,0.527,0.4275,0.0818,0.2078,0.126,0.0855
s034,7,1,0.0876,0.1239,0.0363,0.0834,0.1161,0.0327,0.0504,0.0576,0.0072,0.0625,0.7096,0.6471,0.095,0.5159,0.4209,0.1494,0.1882,0.0388,0.1021,0.5091,0.407,0.0947,0.4708,0.3761,0.1171,0.249,0.1319,0.0797,0.2769,0.1972,0.061
s034,7,2,0.0815,0.2589,0.1774,0.0947,0.1385,0.0438,0.0681,0.0546,-0.0135,0.0739,0.2925,0.2186,0.1124,0.4268,0.3144,0.1496,0.7351,0.5855,0.0815,0.118,0.0365,0.1298,0.085,-0.0448,0.1018,0.1812,0.0794,0.0762,0.2151,0.1389,0.0689
s034,7,3,0.1095,0.1598,0.0503,0.1055,0.1192,0.0137,0.0636,0.0731,0.0095,0.077,0.3571,0.2801,0.1,0.8232,0.7232,0.1991,0.5,0.3009,0.077,0.1061,0.0291,0.1093,0.0958,-0.0135,0.1024,0.1652,0.0628,0.082,0.2203,0.1383,0.0857
s034,7,4,0.0984,0.1796,0.0812,0.0979,0.1027,0.0048,0.082,0.1005,0.0185,0.0757,0.3758,0.3001,0.101,0.6119,0.5109,0.1712,0.4935,0.3223,0.066,0.0302,-0.0358,0.1171,0.1335,0.0164,0.0892,0.1272,0.038,0.1016,0.2165,0.1149,0.0697
s034,7,5,0.0776,0.1458,0.0682,0.1016,0.1169,0.0153,0.0697,0.0866,0.0169,0.0583,0.2147,0.1564,0.1322,0.4798,0.3476,0.1791,0.2854,0.1063,0.0723,0.127,0.0547,0.1198,0.0884,-0.0314,0.0971,0.124,0.0269,0.0907,0.2082,0.1175,0.072
s034,7,6,0.0704,0.127,0.0566,0.1005,0.1198,0.0193,0.0459,0.0647,0.0188,0.0731,0.1934,0.1203,0.1084,0.402,0.2936,0.1554,0.2076,0.0522,0.0881,0.1417,0.0536,0.0926,0.071,-0.0216,0.1311,0.1533,0.0222,0.0704,0.2227,0.1523,0.0673
s034,7,7,0.1169,0.2231,0.1062,0.1137,0.1306,0.0169,0.0807,0.1654,0.0847,0.0602,0.2253,0.1651,0.0926,0.4076,0.315,0.1406,0.1578,0.0172,0.1137,0.1623,0.0486,0.0997,0.1011,0.0014,0.1005,0.2165,0.116,0.0625,0.1982,0.1357,0.0797
s034,7,8,0.0828,0.1183,0.0355,0.0987,0.1815,0.0828,0.0586,0.0948,0.0362,0.0863,0.2392,0.1529,0.077,0.4424,0.3654,0.1534,0.147,-0.0064,0.0816,0.1555,0.0739,0.1068,0.1013,-0.0055,0.0865,0.1661,0.0796,0.0762,0.2074,0.1312,0.0536
s034,7,9,0.0855,0.1181,0.0326,0.0992,0.152,0.0528,0.0649,0.0784,0.0135,0.0936,0.2104,0.1168,0.0776,0.3351,0.2575,0.1343,0.1491,0.0148,0.0947,0.1204,0.0257,0.1172,0.0982,-0.019,0.1056,0.1156,0.01,0.0981,0.2299,0.1318,0.0528
s034,7,10,0.0939,0.1223,0.0284,0.095,0.1483,0.0533,0.0881,0.1103,0.0222,0.0544,0.2103,0.1559,0.081,0.3324,0.2514,0.1718,0.157,-0.0148,0.0921,0.1581,0.066,0.0992,0.0974,-0.0018,0.0907,0.1434,0.0527,0.0973,0.214,0.1167,0.0749
s034,8,1,0.0921,0.106,0.0139,0.0955,0.1206,0.0251,0.043,0.0612,0.0182,0.0755,0.2358,0.1603,0.1192,0.436,0.3168,0.1274,0.11,-0.0174,0.0918,0.0813,-0.0105,0.0966,0.0834,-0.0132,0.1048,0.1259,0.0211,0.0739,0.1793,0.1054,0.0784
s034,8,2,0.0857,0.1096,0.0239,0.091,0.1261,0.0351,0.052,0.0493,-0.0027,0.0621,0.1818,0.1197,0.0981,0.3287,0.2306,0.1406,0.1536,0.013,0.0897,0.0758,-0.0139,0.0976,0.0963,-0.0013,0.0784,0.0773,-0.0011,0.0831,0.184,0.1009,0.0715
s034,8,3,0.0069,0.0649,0.058,0.0834,0.1407,0.0573,0.0741,0.0952,0.0211,0.0581,0.5765,0.5184,0.0786,0.3252,0.2466,0.1404,0.1319,-0.0085,0.1219,0.07,-0.0519,0.1127,0.0647,-0.048,0.1008,0.1396,0.0388,0.0857,0.1726,0.0869,0.0641
s034,8,4,0.0918,0.1281,0.0363,0.0797,0.124,0.0443,0.0625,0.0639,0.0014,0.0604,0.1675,0.1071,0.0913,0.289,0.1977,0.1304,0.1423,0.0119,0.1087,0.0731,-0.0356,0.099,0.0782,-0.0208,0.1113,0.0738,-0.0375,0.095,0.2035,0.1085,0.0789
s034,8,5,0.0981,0.2106,0.1125,0.0919,0.0892,-0.0027,0.0755,0.1048,0.0293,0.0472,0.168,0.1208,0.0926,0.2926,0.2,0.1414,0.1311,-0.0103,0.1101,0.0993,-0.0108,0.1011,0.0724,-0.0287,0.1071,0.0775,-0.0296,0.0926,0.1988,0.1062,0.0657
s034,8,6,0.1108,0.3032,0.1924,0.0878,0.0939,0.0061,0.0715,0.0966,0.0251,0.0417,0.1762,0.1345,0.0873,0.3031,0.2158,0.121,0.1059,-0.0151,0.1159,0.1064,-0.0095,0.0972,0.0574,-0.0398,0.1034,0.0944,-0.009,0.0929,0.2046,0.1117,0.0509
s034,8,7,0.1256,0.4989,0.3733,0.0871,0.0937,0.0066,0.0871,0.1175,0.0304,0.0639,0.1942,0.1303,0.0942,0.3045,0.2103,0.1596,0.4431,0.2835,0.114,0.1048,-0.0092,0.1025,0.0629,-0.0396,0.1043,0.1032,-0.0011,0.1074,0.2212,0.1138,0.0871
s034,8,8,0.1169,0.2068,0.0899,0.0639,0.0916,0.0277,0.0704,0.0873,0.0169,0.0388,0.1477,0.1089,0.0929,0.3,0.2071,0.1198,0.1328,0.013,0.153,0.0805,-0.0725,0.1072,0.0742,-0.033,0.1315,0.1111,-0.0204,0.0998,0.1862,0.0864,0.077
s034,8,9,0.1042,0.1374,0.0332,0.0836,0.1013,0.0177,0.0763,0.0691,-0.0072,0.0555,0.1399,0.0844,0.091,0.301,0.21,0.1288,0.1526,0.0238,0.1393,0.0813,-0.058,0.1101,0.0528,-0.0573,0.1444,0.1359,-0.0085,0.0871,0.1851,0.098,0.0789
s034,8,10,0.1126,0.1787,0.0661,0.0773,0.1016,0.0243,0.0702,0.0691,-0.0011,0.0581,0.1512,0.0931,0.0876,0.3061,0.2185,0.1217,0.1087,-0.013,0.1709,0.1028,-0.0681,0.1104,0.0344,-0.076,0.1336,0.1692,0.0356,0.1042,0.2238,0.1196,0.0683
s035,1,1,0.0594,0.336,0.2766,0.0781,0.0892,0.0111,0.053,0.312,0.259,0.0607,1.2711,1.2104,0.0823,1.0658,0.9835,0.0918,1.3128,1.221,0.0488,0.5927,0.5439,0.0884,0.8403,0.7519,0.0562,0.2564,0.2002,0.0567,0.4442,0.3875,0.0847
s035,1,2,0.052,0.3494,0.2974,0.071,0.0768,0.0058,0.0697,0.1942,0.1245,0.0697,0.6844,0.6147,0.0631,0.7739,0.7108,0.0974,0.4933,0.3959,0.0549,0.1299,0.075,0.0639,0.1257,0.0618,0.0546,0.1778,0.1232,0.0565,0.4702,0.4137,0.0744
s035,1,3,0.0446,0.2832,0.2386,0.0625,0.1293,0.0668,0.0971,0.2353,0.1382,0.0839,0.8552,0.7713,0.0741,1.061,0.9869,0.1029,0.5831,0.4802,0.0496,0.074,0.0244,0.0797,0.3659,0.2862,0.0459,0.2711,0.2252,0.0517,0.3409,0.2892,0.0794
s035,1,4,0.0462,0.3407,0.2945,0.0694,0.1011,0.0317,0.0612,0.163,0.1018,0.0562,0.6923,0.6361,0.0726,0.6505,0.5779,0.0976,0.6852,0.5876,0.0433,0.099,0.0557,0.0712,0.1114,0.0402,0.0504,0.168,0.1176,0.0633,0.4569,0.3936,0.0686
s035,1,5,0.0517,0.4725,0.4208,0.0744,0.2933,0.2189,0.0567,0.3526,0.2959,0.066,0.3526,0.2866,0.072,0.6035,0.5315,0.1045,0.5597,0.4552,0.0501,0.1314,0.0813,0.0712,0.3049,0.2337,0.0565,0.4426,0.3861,0.0778,0.3894,0.3116,0.0765
s035,1,6,0.0457,0.5293,0.4836,0.082,0.111,0.029,0.053,0.1195,0.0665,0.0799,0.5195,0.4396,0.0623,0.8485,0.7862,0.1006,0.2633,0.1627,0.0926,0.537,0.4444,0.0715,0.1066,0.0351,0.0433,0.148,0.1047,0.0675,0.3567,0.2892,0.0697
s035,1,7,0.0493,0.3707,0.3214,0.0689,0.1114,0.0425,0.0578,0.5212,0.4634,0.072,0.5382,0.4662,0.0813,0.5018,0.4205,0.1169,0.2467,0.1298,0.0815,0.2219,0.1404,0.072,0.1343,0.0623,0.0607,0.1952,0.1345,0.0607,0.6829,0.6222,0.066
s035,1,8,0.0417,0.337,0.2953,0.0639,0.1045,0.0406,0.0544,0.1111,0.0567,0.0665,0.5609,0.4944,0.0575,1.2395,1.182,0.1024,0.4724,0.37,0.0367,0.1412,0.1045,0.0567,0.0802,0.0235,0.0662,0.1851,0.1189,0.0625,0.3124,0.2499,0.0586
s035,1,9,0.0401,0.554,0.5139,0.0546,0.1161,0.0615,0.0522,0.1023,0.0501,0.062,0.5272,0.4652,0.0723,0.5779,0.5056,0.1043,0.1624,0.0581,0.0501,0.0861,0.036,0.0942,0.1863,0.0921,0.062,0.3726,0.3106,0.0301,0.3878,0.3577,0.0646
s035,1,10,0.0438,0.2444,0.2006,0.0739,0.1617,0.0878,0.0428,0.1132,0.0704,0.0723,0.3911,0.3188,0.0594,0.6196,0.5602,0.1219,0.1842,0.0623,0.0749,0.0943,0.0194,0.0886,0.133,0.0444,0.0596,0.1653,0.1057,0.0805,0.3046,0.2241,0.0765
s035,2,1,0.0457,0.529,0.4833,0.0565,0.1259,0.0694,0.0625,0.1598,0.0973,0.0612,0.4293,0.3681,0.0573,0.5848,0.5275,0.0987,0.1422,0.0435,0.0541,0.0869,0.0328,0.0712,0.3727,0.3015,0.0409,0.2055,0.1646,0.062,0.5389,0.4769,0.0923
s035,2,2,0.0559,1.0516,0.9957,0.0507,0.22,0.1693,0.0602,0.2514,0.1912,0.0649,0.3571,0.2922,0.0704,0.4818,0.4114,0.115,0.3307,0.2157,0.0588,0.1902,0.1314,0.0773,0.1175,0.0402,0.062,0.1875,0.1255,0.0628,0.3238,0.261,0.0694
s035,2,3,0.0544,0.4451,0.3907,0.0623,0.1594,0.0971,0.0512,0.1224,0.0712,0.0739,0.5689,0.495,0.0588,0.4674,0.4086,0.1177,0.2037,0.086,0.0733,0.0879,0.0146,0.1179,0.1588,0.0409,0.0512,0.1527,0.1015,0.076,0.3647,0.2887,0.0726
s035,2,4,0.0525,0.2972,0.2447,0.0657,0.186,0.1203,0.0541,0.1884,0.1343,0.072,0.284,0.212,0.0723,0.5557,0.4834,0.1185,0.1974,0.0789,0.1242,0.1955,0.0713,0.0826,0.1533,0.0707,0.0718,0.2189,0.1471,0.0504,0.6771,0.6267,0.0889
s035,2,5,0.0768,0.2877,0.2109,0.0842,0.1544,0.0702,0.0652,0.1588,0.0936,0.0876,0.3914,0.3038,0.0765,0.4584,0.3819,0.119,0.1444,0.0254,0.0741,0.1006,0.0265,0.0934,0.1201,0.0267,0.076,0.1688,0.0928,0.0791,0.2952,0.2161,0.0776
s035,2,6,0.0422,0.3921,0.3499,0.0865,0.1002,0.0137,0.0591,0.1295,0.0704,0.0739,0.3326,0.2587,0.0773,0.373,0.2957,0.1116,0.1617,0.0501,0.0794,0.0895,0.0101,0.0926,0.142,0.0494,0.0723,0.1691,0.0968,0.0778,0.3019,0.2241,0.0633
s035,2,7,0.0449,0.3428,0.2979,0.0435,0.1245,0.081,0.0686,0.1335,0.0649,0.0963,0.2825,0.1862,0.0747,0.4556,0.3809,0.1158,0.2131,0.0973,0.0312,0.0959,0.0647,0.082,0.1374,0.0554,0.0633,0.1588,0.0955,0.0807,0.3583,0.2776,0.0573
s035,2,8,0.0509,0.3491,0.2982,0.0749,0.177,0.1021,0.0733,0.1253,0.052,0.0644,0.3426,0.2782,0.0625,0.4492,0.3867,0.1175,0.1734,0.0559,0.0779,0.0737,-0.0042,0.1137,0.1309,0.0172,0.077,0.207,0.13,0.0657,0.3641,0.2984,0.0594
s035,2,9,0.0533,0.5358,0.4825,0.0778,0.1482,0.0704,0.0602,0.1259,0.0657,0.0839,0.4309,0.347,0.0636,0.3913,0.3277,0.1161,0.1694,0.0533,0.0826,0.0964,0.0138,0.0868,0.1246,0.0378,0.0913,0.1649,0.0736,0.0931,0.3071,0.214,0.1169
s035,2,10,0.0517,0.3652,0.3135,0.1053,0.1343,0.029,0.0654,0.1287,0.0633,0.0723,0.2416,0.1693,0.0633,0.4047,0.3414,0.1385,0.1802,0.0417,0.0839,0.1072,0.0233,0.1129,0.1103,-0.0026,0.0871,0.162,0.0749,0.0855,0.2853,0.1998,0.0799
s035,3,1,0.0483,0.4148,0.3665,0.0525,0.0934,0.0409,0.053,0.1295,0.0765,0.0573,0.6968,0.6395,0.0546,0.4265,0.3719,0.1256,0.725,0.5994,0.0512,0.1278,0.0766,0.0615,0.0972,0.0357,0.0657,0.1659,0.1002,0.0515,0.4535,0.402,0.0728
s035,3,2,0.0422,0.2505,0.2083,0.0565,0.1003,0.0438,0.0554,0.1272,0.0718,0.0565,0.2962,0.2397,0.0662,0.5478,0.4816,0.0913,0.1512,0.0599,0.0649,0.1307,0.0658,0.061,0.0824,0.0214,0.0678,0.1633,0.0955,0.0478,0.2479,0.2001,0.0604
s035,3,3,0.053,0.6816,0.6286,0.0615,0.1791,0.1176,0.0536,0.431,0.3774,0.0493,0.9585,0.9092,0.0517,0.4632,0.4115,0.0953,0.1391,0.0438,0.0541,0.1201,0.066,0.0654,0.1027,0.0373,0.0551,0.1448,0.0897,0.0544,0.2423,0.1879,0.0657
s035,3,4,0.0525,0.2966,0.2441,0.0538,0.1182,0.0644,0.0478,0.1132,0.0654,0.0581,0.2701,0.212,0.0607,0.3704,0.3097,0.0913,0.1523,0.061,0.0649,0.0895,0.0246,0.0741,0.1095,0.0354,0.0565,0.1372,0.0807,0.0628,0.3227,0.2599,0.0493
s035,3,5,0.0451,0.2826,0.2375,0.0604,0.5248,0.4644,0.0486,0.1293,0.0807,0.0612,0.293,0.2318,0.0525,0.3693,0.3168,0.1103,0.1807,0.0704,0.0549,0.0996,0.0447,0.0649,0.1196,0.0547,0.0575,0.1706,0.1131,0.0565,0.3051,0.2486,0.0578
s035,3,6,0.0501,0.2602,0.2101,0.0607,0.1836,0.1229,0.0433,0.2005,0.1572,0.0636,0.2706,0.207,0.0699,0.4018,0.3319,0.1311,0.1712,0.0401,0.0686,0.1009,0.0323,0.077,0.1132,0.0362,0.0623,0.1401,0.0778,0.0625,0.2776,0.2151,0.0559
s035,3,7,0.0509,0.4361,0.3852,0.0628,0.1238,0.061,0.0562,0.1396,0.0834,0.0633,0.2545,0.1912,0.0665,0.3464,0.2799,0.1031,0.1572,0.0541,0.0586,0.0909,0.0323,0.077,0.1232,0.0462,0.0604,0.1406,0.0802,0.0567,0.2636,0.2069,0.0533
s035,3,8,0.053,0.4269,0.3739,0.0652,0.0945,0.0293,0.0641,0.1425,0.0784,0.0652,0.2187,0.1535,0.0673,0.401,0.3337,0.1153,0.1567,0.0414,0.066,0.0919,0.0259,0.0857,0.1237,0.038,0.0668,0.1486,0.0818,0.0644,0.2542,0.1898,0.061
s035,3,9,0.0483,0.361,0.3127,0.0573,0.1267,0.0694,0.0639,0.1267,0.0628,0.066,0.2564,0.1904,0.061,0.3672,0.3062,0.105,0.1849,0.0799,0.0465,0.0452,-0.0013,0.0705,0.1813,0.1108,0.0557,0.1351,0.0794,0.0615,0.2605,0.199,0.0491
s035,3,10,0.0546,0.2692,0.2146,0.0483,0.1327,0.0844,0.0536,0.0927,0.0391,0.066,0.2427,0.1767,0.0654,0.3534,0.288,0.0923,0.154,0.0617,0.0597,0.0526,-0.0071,0.0805,0.1428,0.0623,0.0683,0.1458,0.0775,0.0668,0.245,0.1782,0.0604
s035,4,1,0.0704,0.2098,0.1394,0.0918,0.105,0.0132,0.072,0.1076,0.0356,0.0786,0.8344,0.7558,0.0694,0.3965,0.3271,0.096,0.1812,0.0852,0.0127,0.5877,0.575,0.0604,0.0773,0.0169,0.0604,0.1601,0.0997,0.0747,0.3525,0.2778,0.0815
s035,4,2,0.0499,0.216,0.1661,0.0815,0.1274,0.0459,0.0309,0.0905,0.0596,0.0594,0.3057,0.2463,0.0839,0.4413,0.3574,0.0966,0.1486,0.052,0.0623,0.1138,0.0515,0.0878,0.1282,0.0404,0.0573,0.148,0.0907,0.0689,0.2777,0.2088,0.0913
s035,4,3,0.048,0.3399,0.2919,0.0807,0.0942,0.0135,0.061,0.1354,0.0744,0.0602,0.2828,0.2226,0.0894,0.4753,0.3859,0.0955,0.1757,0.0802,0.0845,0.0621,-0.0224,0.1011,0.2188,0.1177,0.0794,0.167,0.0876,0.0678,0.3135,0.2457,0.0839
s035,4,4,0.0591,0.236,0.1769,0.0773,0.1301,0.0528,0.0755,0.1159,0.0404,0.0799,0.3739,0.294,0.071,0.8224,0.7514,0.0948,0.2314,0.1366,0.0741,0.2177,0.1436,0.1179,0.272,0.1541,0.0799,0.1551,0.0752,0.0807,0.2562,0.1755,0.0886
s035,4,5,0.0617,0.2639,0.2022,0.09,0.1515,0.0615,0.0789,0.1573,0.0784,0.0694,0.2798,0.2104,0.0847,0.4147,0.33,0.1032,0.1916,0.0884,0.0837,0.0175,-0.0662,0.1027,0.2106,0.1079,0.0805,0.1604,0.0799,0.0852,0.2884,0.2032,0.0868
s035,4,6,0.0559,0.915,0.8591,0.0868,0.1174,0.0306,0.0739,0.1306,0.0567,0.081,0.3368,0.2558,0.0723,0.378,0.3057,0.1127,0.2,0.0873,0.0625,0.1472,0.0847,0.062,0.0631,0.0011,0.1245,0.1474,0.0229,0.1179,0.3478,0.2299,0.0897
s035,4,7,0.0623,0.2173,0.155,0.0871,0.1103,0.0232,0.0749,0.1169,0.042,0.0678,0.327,0.2592,0.0749,0.3991,0.3242,0.1045,0.1509,0.0464,0.0918,0.108,0.0162,0.0665,0.1161,0.0496,0.0762,0.1601,0.0839,0.0826,0.3003,0.2177,0.0652
s035,4,8,0.052,0.2476,0.1956,0.0752,0.1327,0.0575,0.0728,0.1127,0.0399,0.0773,0.2656,0.1883,0.0707,0.4105,0.3398,0.1164,0.19,0.0736,0.067,0.1301,0.0631,0.0673,0.1027,0.0354,0.0831,0.1561,0.073,0.1,0.4282,0.3282,0.0786
s035,4,9,0.0683,0.5867,0.5184,0.0849,0.0973,0.0124,0.0654,0.1066,0.0412,0.1026,0.4196,0.317,0.077,0.5629,0.4859,0.118,0.1439,0.0259,0.0836,0.0848,0.0012,0.0731,0.1151,0.042,0.0644,0.1504,0.086,0.0852,0.2758,0.1906,0.0694
s035,4,10,0.0496,0.3628,0.3132,0.0752,0.1274,0.0522,0.0433,0.1335,0.0902,0.0683,1.2383,1.17,0.0741,0.3675,0.2934,0.0989,0.1551,0.0562,0.0791,0.1976,0.1185,0.061,0.0017,-0.0593,0.0752,0.3582,0.283,0.0905,0.4527,0.3622,0.0633
s035,5,1,0.091,0.6495,0.5585,0.0897,0.0828,-0.0069,0.066,0.114,0.048,0.0878,0.3067,0.2189,0.0791,0.446,0.3669,0.109,0.1423,0.0333,0.0581,0.121,0.0629,0.09,0.1346,0.0446,0.0794,0.1833,0.1039,0.066,0.4106,0.3446,0.0678
s035,5,2,0.0464,0.2262,0.1798,0.0902,0.12,0.0298,0.0546,0.08,0.0254,0.0918,0.3428,0.251,0.0652,0.3417,0.2765,0.0916,0.1315,0.0399,0.0739,0.1138,0.0399,0.0747,0.0927,0.018,0.0894,0.3151,0.2257,0.047,0.3662,0.3192,0.0501
s035,5,3,0.0512,0.9849,0.9337,0.0773,0.1085,0.0312,0.061,0.0835,0.0225,0.0689,0.2791,0.2102,0.0665,0.3364,0.2699,0.0987,0.1277,0.029,0.0857,0.1061,0.0204,0.0831,0.0953,0.0122,0.0802,0.1736,0.0934,0.0762,0.2918,0.2156,0.0702
s035,5,4,0.0509,0.2325,0.1816,0.0847,0.1224,0.0377,0.0697,0.1019,0.0322,0.0871,0.2994,0.2123,0.0712,0.4574,0.3862,0.1058,0.1802,0.0744,0.0641,0.09,0.0259,0.0818,0.1074,0.0256,0.0762,0.1651,0.0889,0.0631,0.3048,0.2417,0.0594
s035,5,5,0.0504,0.2009,0.1505,0.0878,0.1308,0.043,0.0749,0.1153,0.0404,0.0786,0.2199,0.1413,0.0886,0.4186,0.33,0.1058,0.157,0.0512,0.0668,0.1017,0.0349,0.0665,0.094,0.0275,0.086,0.1812,0.0952,0.0615,0.2774,0.2159,0.0596
s035,5,6,0.048,0.2489,0.2009,0.0918,0.1393,0.0475,0.0683,0.0905,0.0222,0.1256,0.2809,0.1553,0.0628,0.3706,0.3078,0.1238,0.2064,0.0826,0.0665,0.1017,0.0352,0.1066,0.1386,0.032,0.0855,0.1894,0.1039,0.0662,0.3011,0.2349,0.0633
s035,5,7,0.0486,0.2563,0.2077,0.0842,0.143,0.0588,0.0565,0.099,0.0425,0.0984,0.2366,0.1382,0.0668,0.3438,0.277,0.1009,0.1471,0.0462,0.0842,0.1244,0.0402,0.057,0.0359,-0.0211,0.0932,0.1686,0.0754,0.1066,0.2566,0.15,0.0913
s035,5,8,0.0391,0.294,0.2549,0.086,0.1456,0.0596,0.053,0.225,0.172,0.0691,0.3207,0.2516,0.066,0.3538,0.2878,0.0887,0.1407,0.052,0.0377,0.0768,0.0391,0.0794,0.0882,0.0088,0.1076,0.241,0.1334,0.0702,0.2974,0.2272,0.048
s035,5,9,0.0501,0.2821,0.232,0.1074,0.1148,0.0074,0.0657,0.0892,0.0235,0.1387,0.1793,0.0406,0.082,0.5948,0.5128,0.1272,0.1739,0.0467,0.0668,0.1096,0.0428,0.0634,0.0557,-0.0077,0.1019,0.166,0.0641,0.0823,0.2768,0.1945,0.0652
s035,5,10,0.0557,0.2466,0.1909,0.0865,0.1245,0.038,0.0665,0.0771,0.0106,0.0797,0.2456,0.1659,0.0628,0.319,0.2562,0.0979,0.1554,0.0575,0.0668,0.1065,0.0397,0.0828,0.0852,0.0024,0.0704,0.1553,0.0849,0.0757,0.2818,0.2061,0.062
s035,6,1,0.0536,0.2474,0.1938,0.0573,0.113,0.0557,0.0631,0.1045,0.0414,0.0668,0.3777,0.3109,0.0631,0.3382,0.2751,0.1,0.1681,0.0681,0.0657,0.0914,0.0257,0.0639,0.132,0.0681,0.1008,0.2166,0.1158,0.072,0.2826,0.2106,0.0715
s035,6,2,0.0546,0.2402,0.1856,0.0723,0.1116,0.0393,0.0551,0.1005,0.0454,0.0681,0.2361,0.168,0.0628,0.3517,0.2889,0.1108,0.1707,0.0599,0.0776,0.1062,0.0286,0.0733,0.0879,0.0146,0.0794,0.1612,0.0818,0.0741,0.2618,0.1877,0.0702
s035,6,3,0.0538,0.281,0.2272,0.0583,0.1121,0.0538,0.0662,0.1029,0.0367,0.0807,0.3133,0.2326,0.0633,0.3206,0.2573,0.1013,0.1638,0.0625,0.0834,0.0789,-0.0045,0.0776,0.1592,0.0816,0.0636,0.1572,0.0936,0.0675,0.2734,0.2059,0.066
s035,6,4,0.0599,0.2956,0.2357,0.0765,0.1311,0.0546,0.0639,0.1138,0.0499,0.0847,0.2092,0.1245,0.0665,0.3462,0.2797,0.1074,0.1623,0.0549,0.0647,0.0613,-0.0034,0.0918,0.1483,0.0565,0.0575,0.1435,0.086,0.0699,0.2676,0.1977,0.0646
s035,6,5,0.0625,0.2505,0.188,0.0791,0.134,0.0549,0.0596,0.105,0.0454,0.081,0.1984,0.1174,0.0675,0.416,0.3485,0.1338,0.5115,0.3777,0.0644,0.1518,0.0874,0.0628,0.0908,0.028,0.0586,0.1831,0.1245,0.0628,0.3356,0.2728,0.0683
s035,6,6,0.0636,0.2634,0.1998,0.0752,0.1301,0.0549,0.0617,0.1023,0.0406,0.1024,0.2857,0.1833,0.0834,0.4063,0.3229,0.1399,0.2312,0.0913,0.0707,0.2799,0.2092,0.0831,0.1367,0.0536,0.0538,0.1717,0.1179,0.0649,0.3145,0.2496,0.0546
s035,6,7,0.0644,0.2007,0.1363,0.0802,0.1728,0.0926,0.0641,0.1446,0.0805,0.0831,0.2297,0.1466,0.0715,0.338,0.2665,0.1053,0.2058,0.1005,0.0715,0.464,0.3925,0.0678,0.0739,0.0061,0.0599,0.1688,0.1089,0.0617,0.2683,0.2066,0.0675
s035,6,8,0.0615,0.217,0.1555,0.081,0.1541,0.0731,0.0565,0.1011,0.0446,0.077,0.2207,0.1437,0.0689,0.3778,0.3089,0.1264,0.2554,0.129,0.072,0.3282,0.2562,0.0794,0.0961,0.0167,0.0596,0.1617,0.1021,0.0715,0.2974,0.2259,0.0755
s035,6,9,0.0697,0.2044,0.1347,0.0944,0.1385,0.0441,0.0644,0.1056,0.0412,0.0823,0.201,0.1187,0.067,0.3414,0.2744,0.1158,0.2316,0.1158,0.0607,0.306,0.2453,0.0749,0.1011,0.0262,0.053,0.169,0.116,0.0628,0.2861,0.2233,0.0805
s035,6,10,0.0675,0.1914,0.1239,0.0823,0.1575,0.0752,0.0525,0.0902,0.0377,0.0981,0.2255,0.1274,0.0736,0.3744,0.3008,0.1039,0.1746,0.0707,0.0668,0.3965,0.3297,0.067,0.1272,0.0602,0.0678,0.1675,0.0997,0.0689,0.2988,0.2299,0.0902
s035,7,1,0.0573,0.1764,0.1191,0.061,0.1504,0.0894,0.0549,0.0882,0.0333,0.0749,0.25,0.1751,0.0591,1.0798,1.0207,0.1024,0.1628,0.0604,0.066,0.1014,0.0354,0.0728,0.0847,0.0119,0.0646,0.164,0.0994,0.0726,0.3876,0.315,0.1068
s035,7,2,0.0575,0.3486,0.2911,0.0554,0.1003,0.0449,0.0425,0.0926,0.0501,0.0749,0.1843,0.1094,0.0607,0.381,0.3203,0.096,0.1353,0.0393,0.0773,0.1225,0.0452,0.0826,0.0813,-0.0013,0.0979,0.3178,0.2199,0.0847,0.4372,0.3525,0.081
s035,7,3,0.0707,0.275,0.2043,0.0749,0.1266,0.0517,0.0575,0.1169,0.0594,0.0802,0.1596,0.0794,0.0599,0.3532,0.2933,0.114,0.547,0.433,0.0686,0.1586,0.09,0.1166,0.1111,-0.0055,0.0686,0.182,0.1134,0.0929,0.3441,0.2512,0.0747
